,Facebook Handle,Facebook Image URL,Facebook Banner URL,Facebook About,No Of Followers,Lowest Like On Post,Highest Like On Post,Average Like On Each Post
0,Oxfam in South Sudan,https://www.facebook.com/oxfaminsouthsudan/photos/a.328407640693772/328413310693205/?__tn__=%3C,https://scontent-lhr8-1.xx.fbcdn.net/v/t31.0-0/p640x640/10904529_328413904026479_7815478205392312253_o.jpg?_nc_cat=102&ccb=2&_nc_sid=e3f864&_nc_ohc=DIDD53U7OQwAX_WtELG&_nc_ht=scontent-lhr8-1.xx&tp=6&oh=87fbee2450c00d0ab252b70b11b54a3b&oe=5FBFD8CC,"Oxfam has been working in South Sudan for many years, with South Sudanese people and organisations to implement humanitarian and development programmes.","10,491 people follow this",3,322,39
