,Facebook Handle,Facebook Image URL,Facebook Banner URL,Facebook About,No Of Followers,Lowest Like On Post,Highest Like On Post,Average Like On Each Post
0,CAFOD,https://www.facebook.com/CAFOD/photos/a.443697497944/10156393480202945/?__tn__=%3C,https://scontent-lhr8-1.xx.fbcdn.net/v/t1.0-9/59640893_10156583092117945_3964936189294673920_n.png?_nc_cat=104&ccb=2&_nc_sid=e3f864&_nc_ohc=cx0JIdYM8D4AX9A9Fel&_nc_ht=scontent-lhr8-1.xx&oh=635249d55fb4e6de22e6a34990361360&oe=5FC0EAD0,"CAFOD is the official aid agency of the Catholic Church in England and Wales, and part of Caritas International.
Across the world we bring hope and compassion to poor communities, standing side by side with them to end poverty and injustice. See less","25,313 people follow this",5,471,59
